user_id,faculty_id,course_name,loceq,start_date,end_date,start_time,end_time
29401,177,analysis,3146-clwa-6217,2018-04-13,2018-04-24,13:30:00,14:24:00
18900,177,analysis,3142-clwa-2065,2018-03-17,2018-03-27,23:30:00,02:39:00
8511,177,analysis,3142-clwa-2231,2018-02-02,2018-03-12,11:30:00,11:48:00
3898,177,analysis,3143-clwa-3019,2018-03-10,2018-04-17,22:30:00,23:50:00
30637,177,analysis,3142-clwa-2059,2018-02-27,2018-03-02,19:00:00,21:58:00
2753,177,analysis,3142-clwa-2231,2018-03-27,2018-04-23,20:30:00,23:25:00
2312,177,analysis,3143-clwa-3099,2018-04-27,2018-04-28,10:30:00,11:52:00
33791,177,analysis,3142-clwa-2059,2018-04-06,2018-04-18,23:30:00,01:18:00
35587,177,analysis,3142-clwa-2099,2018-02-19,2018-04-11,06:30:00,10:09:00
18337,177,analysis,3145-clwa-5019,2018-04-20,2018-04-26,18:30:00,18:40:00
11101,177,analysis,3142-clwa-2051,2018-04-19,2018-04-24,15:30:00,19:59:00
22889,177,analysis,3144-clwa-4209,2018-02-25,2018-04-16,02:30:00,04:39:00
32743,177,analysis,3142-clwa-2231,2018-04-17,2018-04-26,15:30:00,15:37:00
1331,177,analysis,3142-clwa-2051,2018-04-12,2018-04-30,20:30:00,00:41:00
7033,177,analysis,3142-clwa-2231,2018-03-30,2018-04-07,03:30:00,08:02:00
18160,177,analysis,3142-clwa-2209,2018-02-02,2018-02-19,19:30:00,21:48:00
11676,177,analysis,3142-clwa-2209,2018-03-21,2018-04-04,15:30:00,16:28:00
1767,177,analysis,3142-clwa-2039,2018-02-14,2018-04-22,18:00:00,21:34:00
10166,177,analysis,3142-clwa-2099,2018-04-10,2018-04-21,07:30:00,10:21:00
3826,177,analysis,3142-clwa-2231,2018-03-07,2018-03-18,14:30:00,14:40:00
6089,177,analysis,3142-clwa-2059,2018-04-02,2018-04-12,05:30:00,06:46:00
28325,177,analysis,3142-clwa-2231,2018-03-17,2018-04-02,16:30:00,18:07:00
11208,177,analysis,3142-clwa-2209,2018-04-24,2018-04-29,03:30:00,05:33:00
13665,177,analysis,3142-clwa-2219,2018-04-16,2018-04-25,00:00:00,00:44:00
19231,177,analysis,3146-clwa-6217,2018-04-03,2018-04-04,13:00:00,16:43:00
7964,177,analysis,3146-clwa-6029,2018-04-15,2018-04-26,00:30:00,04:30:00
5747,177,analysis,3142-clwa-2059,2018-02-19,2018-03-16,04:00:00,05:17:00
33633,177,analysis,3142-clwa-2019,2018-03-01,2018-04-01,12:30:00,14:03:00
33012,177,analysis,3142-clwa-2059,2018-04-20,2018-04-30,18:00:00,22:40:00
24264,177,analysis,3144-clwa-4099,2018-04-29,2018-04-30,13:30:00,17:20:00
17632,177,analysis,3142-clwa-2209,2018-03-04,2018-04-18,23:00:00,00:57:00
24754,177,analysis,3142-clwa-2231,2018-02-18,2018-03-17,00:30:00,02:08:00
4731,177,analysis,3142-clwa-2059,2018-02-27,2018-03-12,13:30:00,13:49:00
81,177,analysis,3142-clwa-2209,2018-02-19,2018-04-29,10:30:00,12:07:00
33668,177,analysis,3142-clwa-2065,2018-03-31,2018-04-19,19:00:00,23:27:00
81,177,analysis,3142-clwa-2209,2018-04-24,2018-04-29,01:00:00,01:05:00
10832,177,analysis,3142-clwa-2065,2018-04-23,2018-04-26,05:00:00,09:32:00
4319,177,analysis,3142-clwa-2019,2018-03-09,2018-04-03,01:30:00,05:12:00
36405,177,analysis,3143-clwa-3051,2018-02-02,2018-03-03,19:30:00,20:10:00
1899,177,analysis,3142-clwa-2051,2018-03-06,2018-03-10,06:00:00,10:08:00
17360,177,analysis,3143-clwa-3065,2018-04-07,2018-04-23,13:30:00,15:20:00
23441,177,analysis,3142-clwa-2209,2018-03-30,2018-04-02,23:30:00,23:44:00
15613,177,analysis,3142-clwa-2219,2018-03-31,2018-04-05,04:00:00,05:52:00
23774,177,analysis,3142-clwa-2231,2018-04-25,2018-04-29,20:30:00,20:59:00
17338,177,analysis,3145-clwa-5059,2018-03-16,2018-04-03,17:30:00,19:26:00
17159,177,analysis,3142-clwa-2231,2018-02-09,2018-02-26,06:00:00,07:00:00
25290,177,analysis,3142-clwa-2019,2018-03-13,2018-04-15,00:00:00,02:41:00
81,177,analysis,3142-clwa-2209,2018-04-17,2018-04-29,04:30:00,06:06:00
32189,177,analysis,3142-clwa-2051,2018-02-03,2018-04-02,18:30:00,21:22:00
28809,177,analysis,3142-clwa-2231,2018-04-08,2018-04-11,19:00:00,20:23:00
14886,177,analysis,3142-clwa-2231,2018-03-02,2018-04-22,10:30:00,11:39:00
33012,177,analysis,3142-clwa-2059,2018-04-10,2018-04-14,01:00:00,03:39:00
23281,177,analysis,3142-clwa-2051,2018-03-06,2018-04-25,12:00:00,16:42:00
5149,177,analysis,3142-clwa-2051,2018-04-25,2018-04-30,23:30:00,02:04:00
22297,177,analysis,3142-clwa-2219,2018-03-16,2018-04-11,00:00:00,01:03:00
9560,177,analysis,3142-clwa-2065,2018-02-06,2018-02-13,01:30:00,01:30:00
34898,177,analysis,3143-clwa-3231,2018-03-06,2018-04-29,12:00:00,16:56:00
29546,177,analysis,3142-clwa-2231,2018-04-19,2018-04-23,22:30:00,01:53:00
3949,177,analysis,3142-clwa-2019,2018-04-03,2018-04-15,03:30:00,06:13:00
7830,177,analysis,3142-clwa-2219,2018-04-02,2018-04-13,16:30:00,20:36:00
30678,177,analysis,3142-clwa-2019,2018-02-07,2018-03-29,13:30:00,17:37:00
5280,177,analysis,3142-clwa-2219,2018-02-11,2018-03-27,02:00:00,06:27:00
21593,177,analysis,3142-clwa-2019,2018-03-31,2018-04-20,09:00:00,09:52:00
15385,177,analysis,3142-clwa-2231,2018-03-15,2018-04-18,20:30:00,21:35:00
1315,177,analysis,3142-clwa-2059,2018-02-28,2018-03-08,20:00:00,00:36:00
25164,177,analysis,3142-clwa-2219,2018-02-22,2018-03-29,17:00:00,19:29:00
15841,177,analysis,3142-clwa-2231,2018-03-05,2018-04-02,08:30:00,09:43:00
22145,177,analysis,3142-clwa-2019,2018-03-29,2018-04-12,19:00:00,19:44:00
6606,177,analysis,3144-clwa-4051,2018-03-20,2018-03-20,05:30:00,07:11:00
15930,177,analysis,3142-clwa-2231,2018-04-22,2018-04-23,22:30:00,23:51:00
12839,177,analysis,3142-clwa-2209,2018-04-02,2018-04-19,06:00:00,10:22:00
31908,177,analysis,3145-clwa-5019,2018-04-25,2018-04-29,08:00:00,11:08:00
4658,177,analysis,3142-clwa-2219,2018-04-03,2018-04-11,05:30:00,06:57:00
15007,177,analysis,3142-clwa-2231,2018-04-19,2018-04-30,01:30:00,02:35:00
26500,177,analysis,3143-clwa-3059,2018-03-25,2018-03-27,12:00:00,13:41:00
27968,177,analysis,3144-clwa-4099,2018-02-14,2018-03-17,12:30:00,15:10:00
11740,177,analysis,3142-clwa-2019,2018-03-01,2018-04-20,22:00:00,01:52:00
33465,177,analysis,3142-clwa-2219,2018-04-27,2018-04-27,03:30:00,06:04:00
26447,177,analysis,3142-clwa-2219,2018-04-21,2018-04-28,18:30:00,21:34:00
12562,177,analysis,3142-clwa-2019,2018-03-11,2018-03-31,19:00:00,23:50:00
29046,177,analysis,3144-clwa-4231,2018-02-19,2018-03-12,00:30:00,02:19:00
18735,177,analysis,3146-clwa-6049,2018-03-06,2018-04-24,21:00:00,23:37:00
27177,177,analysis,3146-clwa-6131,2018-04-29,2018-04-29,01:30:00,03:51:00
31213,177,analysis,3142-clwa-2019,2018-04-17,2018-04-22,23:30:00,02:19:00
9425,177,analysis,3143-clwa-3051,2018-02-16,2018-04-05,18:00:00,20:20:00
25209,177,analysis,3145-clwa-5209,2018-02-17,2018-03-20,03:00:00,03:03:00
25024,177,analysis,3142-clwa-2231,2018-02-21,2018-03-09,01:30:00,03:37:00
30091,177,analysis,3146-clwa-6217,2018-03-08,2018-04-16,20:30:00,01:15:00
4881,177,analysis,3142-clwa-2099,2018-04-12,2018-04-18,10:00:00,10:22:00
user_id,faculty_id,course_name,loceq,start_date,end_date,start_time,end_time
6321,177,analysis,3142-clwa-2099,2018-04-13,2018-04-16,21:00:00,23:46:00
12494,177,analysis,3142-clwa-2019,2018-02-14,2018-03-18,19:00:00,20:05:00
25879,177,analysis,3143-clwa-3051,2018-02-12,2018-04-24,01:00:00,02:36:00
16298,177,analysis,3146-clwa-6217,2018-04-23,2018-04-23,23:30:00,01:04:00
4610,177,analysis,3142-clwa-2051,2018-04-05,2018-04-26,01:30:00,04:13:00
31051,177,analysis,3142-clwa-2051,2018-03-26,2018-04-24,22:30:00,22:37:00
13692,177,analysis,3142-clwa-2099,2018-04-23,2018-04-29,21:30:00,01:29:00
3826,177,analysis,3142-clwa-2231,2018-02-15,2018-02-18,21:00:00,23:20:00
25024,177,analysis,3142-clwa-2231,2018-02-21,2018-03-26,23:30:00,04:00:00
34916,177,analysis,3142-clwa-2039,2018-04-21,2018-04-26,14:30:00,15:42:00
18982,177,analysis,3142-clwa-2019,2018-02-25,2018-03-12,19:30:00,19:35:00
35313,177,analysis,3142-clwa-2019,2018-04-05,2018-04-15,17:30:00,19:33:00
8723,177,analysis,3142-clwa-2039,2018-03-28,2018-04-12,01:30:00,03:52:00
22805,177,analysis,3142-clwa-2231,2018-04-03,2018-04-24,23:30:00,04:11:00
25877,177,analysis,3142-clwa-2051,2018-02-03,2018-03-16,23:00:00,03:23:00
3778,177,analysis,3142-clwa-2019,2018-04-19,2018-04-26,16:00:00,18:43:00
25024,177,analysis,3142-clwa-2231,2018-03-16,2018-04-08,14:30:00,17:59:00
22430,177,analysis,3144-clwa-4209,2018-02-14,2018-03-11,23:30:00,03:23:00
11070,177,analysis,3146-clwa-6131,2018-03-26,2018-04-10,19:00:00,21:35:00
3206,177,analysis,3142-clwa-2231,2018-03-20,2018-03-20,23:00:00,02:25:00
7607,177,analysis,3142-clwa-2019,2018-02-27,2018-03-08,23:30:00,02:26:00
24352,177,analysis,3142-clwa-2051,2018-04-05,2018-04-06,17:30:00,21:32:00
10086,177,analysis,3142-clwa-2219,2018-02-19,2018-04-05,23:30:00,04:15:00
11726,177,analysis,3146-clwa-6049,2018-04-04,2018-04-25,05:00:00,05:58:00
27543,177,analysis,3142-clwa-2209,2018-03-07,2018-03-09,23:30:00,02:57:00
5043,177,analysis,3143-clwa-3019,2018-04-10,2018-04-26,10:00:00,10:51:00
33589,177,analysis,3144-clwa-4051,2018-03-17,2018-04-15,15:00:00,17:38:00
18174,177,analysis,3142-clwa-2231,2018-03-08,2018-04-18,08:30:00,09:32:00
29923,177,analysis,3142-clwa-2219,2018-02-28,2018-03-19,04:30:00,08:05:00
7348,177,analysis,3142-clwa-2231,2018-03-23,2018-04-23,10:30:00,11:10:00
13690,177,analysis,3145-clwa-5231,2018-04-21,2018-04-25,09:30:00,12:28:00
114,177,analysis,3146-clwa-6122,2018-04-13,2018-04-14,20:00:00,21:50:00
34166,177,analysis,3142-clwa-2099,2018-04-23,2018-04-28,16:30:00,19:14:00
19581,177,analysis,3142-clwa-2099,2018-02-06,2018-03-10,22:00:00,01:12:00
28975,177,analysis,3142-clwa-2209,2018-02-13,2018-03-07,17:00:00,17:54:00
8432,177,analysis,3142-clwa-2219,2018-02-23,2018-03-29,21:00:00,22:00:00
21131,177,analysis,3146-clwa-6217,2018-03-12,2018-03-16,03:00:00,07:39:00
28920,177,analysis,3142-clwa-2059,2018-02-23,2018-03-01,18:30:00,21:35:00
31300,177,analysis,3142-clwa-2019,2018-04-30,2018-04-30,20:30:00,01:22:00
4520,177,analysis,3142-clwa-2051,2018-03-16,2018-04-23,13:30:00,16:52:00
6256,177,analysis,3142-clwa-2051,2018-02-26,2018-04-29,04:00:00,07:30:00
15222,177,analysis,3142-clwa-2051,2018-04-02,2018-04-11,20:00:00,21:26:00
31598,177,analysis,3142-clwa-2059,2018-03-24,2018-04-27,01:00:00,03:51:00
6256,177,analysis,3142-clwa-2051,2018-03-26,2018-04-24,09:00:00,12:44:00
2227,177,analysis,3142-clwa-2099,2018-02-13,2018-04-07,03:30:00,03:36:00
11041,177,analysis,3142-clwa-2219,2018-03-07,2018-04-06,23:00:00,03:04:00
10946,177,analysis,3142-clwa-2051,2018-02-22,2018-02-27,20:00:00,00:20:00
22888,177,analysis,3145-clwa-5059,2018-03-24,2018-03-25,19:00:00,20:31:00
14494,177,analysis,3142-clwa-2099,2018-04-26,2018-04-27,02:30:00,06:09:00
10866,177,analysis,3142-clwa-2065,2018-04-09,2018-04-14,21:00:00,21:25:00
34459,177,analysis,3142-clwa-2099,2018-03-30,2018-04-27,19:30:00,21:04:00
17529,177,analysis,3142-clwa-2051,2018-03-02,2018-03-10,20:00:00,20:21:00
7389,177,analysis,3142-clwa-2051,2018-02-09,2018-02-23,12:00:00,13:46:00
2647,177,analysis,3146-clwa-6049,2018-02-12,2018-03-21,23:30:00,01:59:00
2543,177,analysis,3142-clwa-2219,2018-02-25,2018-04-07,04:00:00,08:46:00
27595,177,analysis,3142-clwa-2231,2018-02-25,2018-04-15,01:30:00,05:12:00
28612,177,analysis,3142-clwa-2019,2018-02-04,2018-02-25,14:00:00,15:02:00
4658,177,analysis,3142-clwa-2219,2018-02-09,2018-04-15,21:00:00,22:27:00
20751,177,analysis,3142-clwa-2219,2018-02-04,2018-02-05,13:00:00,16:18:00
17226,177,analysis,3142-clwa-2051,2018-02-20,2018-03-13,18:00:00,20:05:00
31637,177,analysis,3142-clwa-2219,2018-04-21,2018-04-25,03:30:00,03:54:00
20630,177,analysis,3142-clwa-2231,2018-03-01,2018-03-12,19:30:00,21:29:00
25573,177,analysis,3144-clwa-4209,2018-04-06,2018-04-14,10:00:00,11:26:00
25276,177,analysis,3142-clwa-2019,2018-03-15,2018-03-16,18:00:00,18:39:00
15506,177,analysis,3142-clwa-2051,2018-03-29,2018-04-11,10:30:00,13:01:00
14149,177,analysis,3142-clwa-2209,2018-03-09,2018-03-20,05:00:00,08:54:00
23439,177,analysis,3146-clwa-6122,2018-03-03,2018-04-04,03:30:00,05:21:00
5199,177,analysis,3142-clwa-2019,2018-02-23,2018-03-14,08:00:00,09:01:00
6017,177,analysis,3142-clwa-2209,2018-04-15,2018-04-20,17:30:00,21:31:00
17708,177,analysis,3144-clwa-4051,2018-02-18,2018-04-08,00:30:00,03:27:00
906,177,analysis,3142-clwa-2019,2018-04-17,2018-04-18,20:30:00,20:41:00
16266,177,analysis,3142-clwa-2231,2018-03-06,2018-03-07,20:00:00,20:27:00
33276,177,analysis,3145-clwa-5039,2018-04-04,2018-04-07,23:30:00,04:20:00
31578,177,analysis,3142-clwa-2219,2018-03-26,2018-04-14,18:30:00,21:58:00
8239,177,analysis,3142-clwa-2219,2018-02-19,2018-03-28,18:00:00,18:52:00
1568,177,analysis,3142-clwa-2051,2018-02-12,2018-04-19,14:30:00,16:01:00
7683,177,analysis,3142-clwa-2231,2018-03-01,2018-03-27,02:30:00,05:23:00
30659,177,analysis,3142-clwa-2059,2018-03-14,2018-04-04,20:00:00,23:57:00
5088,177,analysis,3146-clwa-6217,2018-02-25,2018-04-20,09:30:00,10:19:00
15389,177,analysis,3144-clwa-4231,2018-03-05,2018-03-12,15:00:00,18:10:00
32921,177,analysis,3142-clwa-2051,2018-04-27,2018-04-27,22:00:00,01:50:00
3007,177,analysis,3142-clwa-2099,2018-03-01,2018-03-14,01:30:00,01:59:00
35797,177,analysis,3144-clwa-4099,2018-03-03,2018-03-07,19:30:00,22:57:00
10705,177,analysis,3146-clwa-6217,2018-02-27,2018-03-12,14:30:00,16:51:00
25249,177,analysis,3142-clwa-2219,2018-04-08,2018-04-30,20:00:00,23:42:00
32121,177,analysis,3142-clwa-2019,2018-04-26,2018-04-28,02:00:00,06:26:00
707,177,analysis,3145-clwa-5051,2018-02-08,2018-02-26,00:00:00,02:21:00
10554,177,analysis,3142-clwa-2019,2018-02-22,2018-04-16,14:30:00,18:45:00
6408,177,analysis,3142-clwa-2019,2018-04-29,2018-04-30,11:00:00,14:50:00
28368,177,analysis,3142-clwa-2231,2018-04-04,2018-04-21,01:00:00,04:23:00
14606,177,analysis,3142-clwa-2219,2018-04-02,2018-04-15,10:00:00,11:19:00
29995,177,analysis,3144-clwa-4209,2018-03-06,2018-04-02,17:00:00,17:36:00
26447,177,analysis,3142-clwa-2219,2018-03-04,2018-03-13,21:00:00,21:13:00
28729,177,analysis,3142-clwa-2231,2018-03-03,2018-04-15,08:30:00,09:53:00
32483,177,analysis,3142-clwa-2231,2018-02-25,2018-04-14,05:30:00,06:15:00
17123,177,analysis,3142-clwa-2051,2018-04-18,2018-04-24,23:00:00,00:00:00
28165,177,analysis,3146-clwa-6217,2018-04-19,2018-04-22,02:00:00,04:42:00
15029,177,analysis,3142-clwa-2209,2018-03-30,2018-04-05,08:30:00,11:55:00
18104,177,analysis,3142-clwa-2231,2018-02-22,2018-04-12,06:00:00,09:14:00
14164,177,analysis,3142-clwa-2099,2018-03-19,2018-03-20,03:30:00,05:59:00
15200,177,analysis,3142-clwa-2099,2018-02-19,2018-03-19,21:30:00,02:21:00
18884,177,analysis,3145-clwa-5019,2018-03-27,2018-04-22,12:30:00,13:53:00
26686,177,analysis,3142-clwa-2219,2018-03-12,2018-04-16,22:30:00,23:29:00
17026,177,analysis,3146-clwa-6217,2018-03-18,2018-03-22,20:30:00,01:20:00
32315,177,analysis,3142-clwa-2219,2018-04-27,2018-04-28,10:00:00,14:45:00
21090,177,analysis,3142-clwa-2059,2018-03-04,2018-04-19,09:00:00,13:21:00
14894,177,analysis,3142-clwa-2051,2018-02-11,2018-04-06,09:00:00,09:15:00
33692,177,analysis,3146-clwa-6122,2018-02-27,2018-04-22,02:30:00,04:07:00
29408,177,analysis,3142-clwa-2099,2018-02-23,2018-03-26,23:30:00,01:26:00
10473,177,analysis,3142-clwa-2065,2018-04-02,2018-04-29,12:00:00,14:00:00
16371,177,analysis,3142-clwa-2209,2018-03-01,2018-03-18,23:00:00,01:44:00
15576,177,analysis,3143-clwa-3019,2018-02-04,2018-02-24,10:30:00,14:27:00
6183,177,analysis,3142-clwa-2099,2018-04-23,2018-04-24,18:30:00,20:41:00
479,177,analysis,3145-clwa-5219,2018-04-12,2018-04-16,15:30:00,17:29:00
22943,177,analysis,3142-clwa-2099,2018-03-17,2018-04-05,09:30:00,14:04:00
27525,177,analysis,3142-clwa-2209,2018-04-09,2018-04-10,06:30:00,08:45:00
27572,177,analysis,3142-clwa-2051,2018-04-06,2018-04-28,02:00:00,02:25:00
7620,177,analysis,3143-clwa-3051,2018-04-05,2018-04-30,13:00:00,14:07:00
18548,177,analysis,3142-clwa-2059,2018-03-16,2018-03-16,09:30:00,12:14:00
27980,177,analysis,3142-clwa-2231,2018-02-23,2018-03-05,08:30:00,11:03:00
1235,177,analysis,3143-clwa-3219,2018-02-20,2018-04-08,10:00:00,12:52:00
13370,177,analysis,3142-clwa-2209,2018-04-30,2018-04-30,09:30:00,14:17:00
34723,177,analysis,3142-clwa-2019,2018-03-17,2018-04-03,04:00:00,07:07:00
18646,177,analysis,3142-clwa-2219,2018-03-08,2018-04-07,11:00:00,12:50:00
16720,177,analysis,3144-clwa-4019,2018-03-31,2018-04-01,01:30:00,06:20:00
12174,177,analysis,3142-clwa-2219,2018-03-13,2018-03-14,06:00:00,07:40:00
22882,177,analysis,3142-clwa-2219,2018-03-20,2018-04-05,03:30:00,03:50:00
32822,177,analysis,3142-clwa-2209,2018-02-14,2018-02-20,04:00:00,04:17:00
35038,177,analysis,3142-clwa-2099,2018-04-09,2018-04-21,10:00:00,14:54:00
6815,177,analysis,3143-clwa-3231,2018-03-28,2018-04-19,04:30:00,04:51:00
3081,177,analysis,3142-clwa-2065,2018-04-18,2018-04-18,19:30:00,22:03:00
12686,177,analysis,3142-clwa-2039,2018-02-13,2018-02-27,18:30:00,21:21:00
10357,177,analysis,3142-clwa-2099,2018-04-16,2018-04-21,22:30:00,23:03:00
12064,177,analysis,3142-clwa-2231,2018-04-12,2018-04-19,18:30:00,20:50:00
4658,177,analysis,3142-clwa-2219,2018-02-25,2018-04-25,05:30:00,08:40:00
14618,177,analysis,3142-clwa-2231,2018-02-05,2018-02-24,22:00:00,01:15:00
20671,177,analysis,3142-clwa-2099,2018-02-16,2018-02-16,10:30:00,13:05:00
18416,177,analysis,3142-clwa-2219,2018-04-12,2018-04-26,14:30:00,14:53:00
25473,177,analysis,3142-clwa-2051,2018-02-07,2018-03-21,13:00:00,16:40:00
9761,177,analysis,3142-clwa-2219,2018-02-20,2018-04-10,06:30:00,09:35:00
33620,177,analysis,3142-clwa-2209,2018-03-12,2018-04-28,00:00:00,03:16:00
1202,177,analysis,3142-clwa-2219,2018-02-21,2018-04-29,21:30:00,21:55:00
5817,177,analysis,3142-clwa-2065,2018-02-11,2018-02-17,23:30:00,01:13:00
4774,177,analysis,3142-clwa-2099,2018-02-10,2018-02-13,19:30:00,21:00:00
20650,177,analysis,3142-clwa-2065,2018-03-06,2018-04-20,16:30:00,17:23:00
15200,177,analysis,3142-clwa-2099,2018-02-24,2018-04-12,20:30:00,21:13:00
17696,177,analysis,3144-clwa-4051,2018-04-02,2018-04-24,21:00:00,21:30:00
355,177,analysis,3142-clwa-2219,2018-04-05,2018-04-09,20:30:00,00:22:00
6056,177,analysis,3146-clwa-6029,2018-02-11,2018-02-20,04:30:00,05:06:00
12954,177,analysis,3142-clwa-2051,2018-04-16,2018-04-25,22:00:00,22:31:00
22469,177,analysis,3142-clwa-2219,2018-03-23,2018-04-02,17:30:00,17:44:00
17123,177,analysis,3142-clwa-2051,2018-04-09,2018-04-13,17:00:00,18:23:00
5991,177,analysis,3142-clwa-2059,2018-02-19,2018-04-01,07:00:00,07:52:00
15991,177,analysis,3142-clwa-2065,2018-03-20,2018-04-24,04:30:00,04:43:00
21484,177,analysis,3144-clwa-4051,2018-02-20,2018-03-09,08:00:00,12:05:00
31406,177,analysis,3144-clwa-4051,2018-04-27,2018-04-29,08:30:00,10:09:00
25833,177,analysis,3142-clwa-2019,2018-03-29,2018-04-20,23:30:00,01:19:00
3473,177,analysis,3144-clwa-4051,2018-02-27,2018-03-25,10:30:00,12:49:00
25533,177,analysis,3142-clwa-2065,2018-04-21,2018-04-26,13:30:00,16:18:00
30171,177,analysis,3145-clwa-5219,2018-03-05,2018-04-05,04:30:00,07:30:00
22433,177,analysis,3142-clwa-2059,2018-02-22,2018-03-11,03:30:00,06:35:00
14686,177,analysis,3142-clwa-2209,2018-04-07,2018-04-11,21:30:00,01:16:00
26406,177,analysis,3146-clwa-6217,2018-03-28,2018-04-28,01:30:00,01:43:00
13270,177,analysis,3142-clwa-2219,2018-04-24,2018-04-30,00:00:00,02:29:00
22800,177,analysis,3142-clwa-2019,2018-04-23,2018-04-23,01:00:00,04:13:00
30424,177,analysis,3146-clwa-6217,2018-03-15,2018-04-27,22:00:00,02:41:00
1844,177,analysis,3145-clwa-5065,2018-02-25,2018-04-10,05:00:00,07:25:00
16668,177,analysis,3145-clwa-5039,2018-04-07,2018-04-16,01:30:00,06:23:00
16608,177,analysis,3146-clwa-6217,2018-04-24,2018-04-28,04:00:00,06:20:00
20360,177,analysis,3144-clwa-4051,2018-04-07,2018-04-29,20:00:00,00:03:00
27076,177,analysis,3144-clwa-4065,2018-02-11,2018-04-08,20:00:00,20:50:00
16244,177,analysis,3142-clwa-2065,2018-02-16,2018-03-12,15:30:00,18:17:00
5383,177,analysis,3143-clwa-3231,2018-04-20,2018-04-23,07:30:00,08:51:00
17026,177,analysis,3146-clwa-6217,2018-04-06,2018-04-18,05:00:00,05:54:00
783,177,analysis,3142-clwa-2099,2018-02-13,2018-04-23,03:30:00,07:54:00
28633,177,analysis,3144-clwa-4051,2018-04-02,2018-04-23,17:30:00,22:18:00
33692,177,analysis,3146-clwa-6122,2018-04-02,2018-04-28,22:30:00,02:22:00
4570,177,analysis,3142-clwa-2019,2018-04-18,2018-04-21,13:00:00,17:24:00
29807,177,analysis,3143-clwa-3231,2018-03-21,2018-04-20,08:00:00,09:15:00
28837,177,analysis,3142-clwa-2019,2018-04-26,2018-04-28,12:00:00,14:13:00
7268,177,analysis,3146-clwa-6131,2018-03-24,2018-04-12,19:30:00,20:28:00
13694,177,analysis,3145-clwa-5219,2018-04-08,2018-04-21,06:30:00,07:47:00
33169,177,analysis,3142-clwa-2019,2018-04-03,2018-04-10,00:30:00,03:22:00
20808,177,analysis,3142-clwa-2051,2018-04-18,2018-04-30,17:30:00,21:07:00
22018,177,analysis,3142-clwa-2219,2018-02-21,2018-02-27,02:00:00,04:30:00
35273,177,analysis,3142-clwa-2231,2018-02-17,2018-04-21,00:30:00,01:12:00
9631,177,analysis,3142-clwa-2231,2018-03-11,2018-03-28,11:30:00,15:50:00
3377,177,analysis,3146-clwa-6131,2018-02-22,2018-04-25,16:30:00,19:13:00
32327,177,analysis,3145-clwa-5019,2018-03-08,2018-04-13,13:30:00,15:10:00
26619,177,analysis,3142-clwa-2219,2018-03-10,2018-03-27,20:00:00,23:13:00
26227,177,analysis,3142-clwa-2051,2018-04-20,2018-04-24,19:00:00,19:43:00
11618,177,analysis,3143-clwa-3231,2018-03-31,2018-04-05,13:30:00,15:43:00
17172,177,analysis,3142-clwa-2209,2018-02-27,2018-03-21,03:30:00,08:27:00
34116,177,analysis,3142-clwa-2231,2018-02-07,2018-04-19,14:00:00,15:47:00
25727,177,analysis,3142-clwa-2051,2018-03-29,2018-04-25,07:00:00,07:42:00
24075,177,analysis,3142-clwa-2209,2018-03-06,2018-03-15,18:30:00,22:01:00
16321,177,analysis,3146-clwa-6217,2018-03-22,2018-04-19,11:00:00,14:15:00
34464,177,analysis,3146-clwa-6029,2018-03-15,2018-03-29,09:00:00,10:22:00
32327,177,analysis,3145-clwa-5019,2018-04-16,2018-04-24,03:30:00,04:21:00
user_id,faculty_id,course_name,loceq,start_date,end_date,start_time,end_time
31508,177,analysis,3145-clwa-5051,2018-03-12,2018-03-31,00:30:00,05:00:00
36342,177,analysis,3142-clwa-2039,2018-03-09,2018-04-28,03:30:00,07:28:00
3069,177,analysis,3142-clwa-2065,2018-02-22,2018-04-06,19:30:00,23:49:00
32351,177,analysis,3142-clwa-2219,2018-02-12,2018-03-04,06:30:00,06:37:00
21212,177,analysis,3142-clwa-2099,2018-02-16,2018-04-30,19:30:00,23:41:00
25119,177,analysis,3142-clwa-2209,2018-04-22,2018-04-29,11:30:00,15:56:00
13228,177,analysis,3142-clwa-2039,2018-03-16,2018-03-16,20:00:00,23:57:00
14547,177,analysis,3146-clwa-6049,2018-03-17,2018-04-10,14:30:00,14:44:00
15008,177,analysis,3142-clwa-2051,2018-02-14,2018-03-17,17:00:00,19:13:00
36046,177,analysis,3142-clwa-2209,2018-04-26,2018-04-26,22:30:00,02:31:00
3929,177,analysis,3142-clwa-2019,2018-02-22,2018-02-27,19:00:00,20:32:00
28900,177,analysis,3142-clwa-2099,2018-02-02,2018-02-24,21:00:00,01:21:00
10451,177,analysis,3142-clwa-2219,2018-02-12,2018-03-03,03:30:00,07:28:00
26263,177,analysis,3144-clwa-4065,2018-04-26,2018-04-29,09:00:00,10:20:00
7256,177,analysis,3142-clwa-2219,2018-03-01,2018-03-01,20:30:00,00:54:00
35234,177,analysis,3142-clwa-2059,2018-03-28,2018-04-27,02:30:00,03:04:00
24018,177,analysis,3142-clwa-2059,2018-03-19,2018-04-25,20:00:00,23:37:00
35202,177,analysis,3142-clwa-2051,2018-03-09,2018-04-23,21:00:00,23:23:00
22911,177,analysis,3145-clwa-5065,2018-02-28,2018-03-19,06:00:00,06:41:00
17115,177,analysis,3142-clwa-2065,2018-03-11,2018-03-18,18:30:00,19:25:00
532,177,analysis,3142-clwa-2231,2018-02-12,2018-04-09,02:00:00,04:52:00
